Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,HouseAge,RemodelAge,TotalBath
322,60,RL,99,12099,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388,2,TA,PConc,0,Av,970,0,166,1136,GasA,Ex,Y,SBrkr,1136,1332,0,2468,1,0,2,1,4,1,2,10,Typ,1,Gd,BuiltIn,2004,Fin,3,872,5,TA,Y,184,154,0,0,0,0,Not indicated,0,6,2007,WD,Normal,354000,3604,3,3,3.5
323,60,RL,86,10380,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,1987,Gable,CompShg,Plywood,Plywood,BrkFace,172,2,TA,CBlock,4,Gd,28,1474,0,1502,GasA,Ex,Y,SBrkr,1553,1177,0,2730,1,0,2,1,4,1,2,8,Typ,1,TA,Attchd,1987,Fin,2,576,5,TA,Y,201,96,0,0,0,0,MnPrv,0,8,2007,WD,Normal,301000,4232,21,20,3.5
324,20,RM,49,5820,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,8,1955,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,3,Gd,CBlock,4,No,256,0,906,1162,GasA,Ex,Y,SBrkr,1163,0,0,1163,1,0,1,0,3,1,3,6,Typ,0,Gd,Attchd,1955,Unf,1,220,1,TA,Y,142,98,0,0,0,0,Not indicated,0,7,2006,WD,Normal,126175,2325,51,1,2.0
325,80,RL,96,11275,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,PosN,Norm,1Fam,SLvl,7,7,1967,2007,Mansard,WdShake,Wd Sdng,Wd Sdng,BrkFace,300,2,Gd,CBlock,2,No,0,0,710,710,GasA,Ex,Y,SBrkr,1898,1080,0,2978,0,0,2,1,5,1,2,11,Typ,1,Gd,BuiltIn,1961,Fin,2,564,5,TA,Y,240,0,0,0,0,0,Not indicated,0,6,2010,WD,Normal,242000,3688,43,3,2.5
326,45,RM,50,5000,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,3,TA,CBlock,4,Av,116,0,604,720,GasA,Po,N,FuseF,803,0,0,803,0,0,1,0,2,1,3,5,Typ,0,Gd,Detchd,1941,Unf,2,360,5,TA,Y,0,0,244,0,0,0,Not indicated,0,12,2007,WD,Normal,87000,1523,66,57,1.0
327,120,RL,32,10846,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,BrkFace,BrkFace,BrkFace,0,2,TA,PConc,2,Gd,1619,0,100,1719,GasA,Ex,Y,SBrkr,1719,0,0,1719,2,0,1,1,1,1,2,6,Typ,2,Gd,Attchd,1993,Fin,2,473,5,TA,Y,122,30,0,0,0,0,Not indicated,0,5,2008,Con,Normal,324000,3438,15,15,3.5
328,20,RL,80,11600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,175,3,TA,CBlock,4,No,565,0,818,1383,GasA,TA,Y,SBrkr,1383,0,0,1383,0,0,1,1,3,1,3,7,Typ,0,Gd,Attchd,1960,RFn,1,292,5,TA,Y,0,45,0,0,0,0,Not indicated,0,4,2006,WD,Normal,145250,2766,46,46,1.5
329,75,RL,70,11888,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,1916,1994,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,0,3,TA,BrkTil,4,No,0,0,844,844,GasA,Gd,N,FuseA,1445,689,0,2134,0,0,2,0,5,1,2,10,Typ,0,Gd,Detchd,1930,Unf,2,441,5,TA,Y,0,60,268,0,0,0,Not indicated,0,7,2009,WD,Normal,214500,2978,93,15,2.0
330,70,RM,60,6402,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,0,3,TA,PConc,4,Mn,0,0,596,596,GasA,TA,N,SBrkr,596,596,0,1192,0,0,1,0,3,1,3,6,Typ,0,Gd,Detchd,1920,Unf,1,189,1,Fa,N,0,0,137,0,0,0,GdWo,0,7,2009,WD,Normal,78000,1788,89,59,1.0
331,90,RL,70,10624,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,4,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,84,3,TA,CBlock,4,No,40,264,1424,1728,GasA,TA,Y,SBrkr,1728,0,0,1728,0,1,2,0,6,2,3,10,Typ,0,Gd,Detchd,2002,Unf,1,352,5,TA,Y,155,0,0,0,0,0,Not indicated,0,11,2007,WD,Normal,119000,3456,43,43,2.5
332,20,RL,70,8176,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1992,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0,3,TA,CBlock,4,No,846,0,210,1056,GasA,Fa,Y,SBrkr,1056,0,0,1056,1,0,1,0,3,1,3,6,Typ,0,Gd,Attchd,1958,RFn,1,308,5,TA,Y,0,0,0,0,0,0,Not indicated,0,8,2007,WD,Normal,139000,2112,49,15,2.0
333,20,RL,85,10655,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,296,2,TA,PConc,2,No,1124,479,1603,3206,GasA,Ex,Y,SBrkr,1629,0,0,1629,1,0,2,0,3,1,2,7,Typ,1,Gd,Attchd,2003,RFn,3,880,5,TA,Y,0,0,0,0,0,0,Not indicated,0,10,2009,WD,Normal,284000,4835,6,5,3.0
334,120,RM,59,8198,Pave,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,146,2,TA,PConc,2,Av,720,0,638,1358,GasA,Ex,Y,SBrkr,1358,0,0,1358,1,0,2,0,2,1,2,6,Typ,1,Gd,Attchd,2004,RFn,2,484,5,TA,Y,192,30,0,0,0,0,Not indicated,0,7,2008,WD,Normal,207000,2716,4,4,3.0
335,60,RL,59,9042,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,3,TA,PConc,2,Gd,828,0,115,943,GasA,Gd,Y,SBrkr,943,695,0,1638,1,0,2,1,3,1,3,7,Typ,2,TA,Attchd,1998,Fin,2,472,5,TA,Y,100,38,0,0,0,0,Not indicated,0,7,2008,WD,Normal,192000,2581,10,10,3.5
336,190,RL,70,164660,Grvl,IR1,HLS,AllPub,Corner,Sev,Timber,Norm,Norm,2fmCon,1.5Fin,5,6,1965,1965,Gable,CompShg,Plywood,Plywood,BrkFace,0,3,TA,CBlock,4,Gd,1249,147,103,1499,GasA,Ex,Y,SBrkr,1619,167,0,1786,2,0,2,0,3,1,3,7,Typ,2,Gd,Attchd,1965,Fin,2,529,5,TA,Y,670,0,0,0,0,0,Not indicated,700,8,2008,WD,Normal,228950,3285,43,43,4.0
337,20,RL,86,14157,Pave,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,200,2,TA,PConc,0,Gd,1249,0,673,1922,GasA,Ex,Y,SBrkr,1922,0,0,1922,1,0,2,0,3,1,2,8,Typ,1,Gd,Attchd,2005,Fin,3,676,5,TA,Y,178,51,0,0,0,0,Not indicated,0,7,2007,WD,Normal,377426,3844,2,1,3.0
338,20,RL,70,9135,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,113,2,TA,PConc,2,Av,810,0,726,1536,GasA,Ex,Y,SBrkr,1536,0,0,1536,1,0,2,0,3,1,2,7,Typ,0,Gd,Attchd,2002,RFn,2,532,5,TA,Y,192,74,0,0,0,0,Not indicated,0,12,2008,WD,Normal,214000,3072,6,5,3.0
339,20,RL,91,14145,Pave,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1984,1998,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0,2,TA,CBlock,2,Mn,213,0,995,1208,GasA,Ex,Y,SBrkr,1621,0,0,1621,1,0,2,0,3,1,2,8,Typ,0,Gd,Attchd,1984,RFn,2,440,5,TA,Y,108,45,0,0,0,0,Not indicated,400,5,2006,WD,Normal,202500,2829,22,8,3.0
340,20,RL,66,12400,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,1998,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176,3,TA,CBlock,4,No,585,0,630,1215,GasA,TA,Y,FuseA,1215,0,0,1215,0,0,1,0,3,1,3,6,Typ,0,Gd,Attchd,1958,Unf,1,297,5,TA,Y,0,0,0,0,234,0,Not indicated,0,6,2009,WD,Normal,155000,2430,51,11,1.0
341,60,RL,85,14191,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,2,TA,PConc,2,No,0,0,967,967,GasA,Ex,Y,SBrkr,993,915,0,1908,0,0,2,1,4,1,2,9,Typ,0,Gd,Attchd,2002,Fin,2,431,5,TA,Y,135,0,0,0,0,0,Not indicated,0,4,2010,WD,Normal,202900,2875,8,8,2.5
342,20,RH,60,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,BrkFace,0,1,Fa,CBlock,4,No,0,0,721,721,GasA,Gd,Y,SBrkr,841,0,0,841,0,0,1,0,2,1,3,4,Typ,0,Gd,CarPort,1950,Unf,1,294,5,TA,N,250,0,24,0,0,0,Not indicated,0,9,2009,WD,Normal,82000,1562,59,59,1.0
343,90,RL,70,8544,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1949,1950,Gable,CompShg,Stucco,Stucco,BrkFace,340,3,TA,Slab,3,Not indicated,0,0,0,0,Wall,Fa,N,FuseA,1040,0,0,1040,0,0,2,0,2,2,3,6,Typ,0,Gd,Detchd,1949,Unf,2,400,5,TA,Y,0,0,0,0,0,0,Not indicated,0,5,2006,WD,Normal,87500,1040,57,56,2.0
344,120,RL,63,8849,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,616,0,TA,PConc,0,No,28,0,1656,1684,GasA,Ex,Y,SBrkr,1684,0,0,1684,0,0,2,0,2,1,0,6,Typ,1,Ex,Attchd,2005,RFn,2,564,5,TA,Y,495,72,0,0,0,0,Not indicated,0,7,2008,WD,Normal,266000,3368,3,3,2.0
345,160,RM,36,2592,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,3,1976,1976,Gable,CompShg,CemntBd,CmentBd,BrkFace,0,3,TA,CBlock,2,No,129,232,175,536,GasA,TA,Y,SBrkr,536,576,0,1112,0,0,1,1,3,1,3,4,Typ,0,Gd,Attchd,1976,Unf,1,336,5,TA,Y,182,0,0,0,0,0,Not indicated,0,4,2010,WD,Normal,85000,1648,34,34,1.5
346,50,RL,65,6435,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,3,TA,BrkTil,4,No,0,0,972,972,GasA,Gd,Y,SBrkr,972,605,0,1577,0,0,1,0,3,1,1,6,Typ,1,Gd,Detchd,1939,Unf,1,312,5,TA,Y,0,0,0,0,0,0,Not indicated,0,10,2006,WD,Normal,140200,2549,67,56,1.0
347,20,RL,70,12772,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1960,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,0,3,Gd,CBlock,4,Mn,498,0,460,958,GasA,TA,Y,SBrkr,958,0,0,958,0,0,1,0,2,1,3,5,Typ,0,Gd,Attchd,1960,RFn,1,301,5,TA,Y,0,0,0,0,0,0,Not indicated,15500,4,2007,WD,Normal,151500,1916,47,9,1.0
348,20,RL,70,17600,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,30,3,TA,CBlock,4,No,1270,0,208,1478,GasA,Ex,Y,FuseA,1478,0,0,1478,1,0,2,0,3,1,3,6,Typ,2,Gd,Attchd,1960,Unf,2,498,5,TA,Y,0,40,0,0,0,0,Not indicated,0,12,2009,WD,Normal,157500,2956,49,49,3.0
349,160,RL,36,2448,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106,2,TA,PConc,2,No,573,0,191,764,GasA,Ex,Y,SBrkr,764,862,0,1626,1,0,2,1,2,1,2,6,Typ,0,Gd,BuiltIn,2003,RFn,2,474,5,TA,Y,0,27,0,0,0,0,Not indicated,0,10,2008,WD,Normal,154000,2390,5,4,3.5
350,60,RL,56,20431,Pave,IR2,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,870,0,TA,PConc,0,No,1410,0,438,1848,GasA,Ex,Y,SBrkr,1848,880,0,2728,1,0,2,1,4,1,0,10,Typ,2,Ex,Attchd,2006,Fin,3,706,5,TA,Y,0,0,0,0,0,0,Not indicated,0,4,2006,New,Partial,437154,4576,1,0,3.5
351,120,RL,68,7820,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2007,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,362,0,TA,PConc,0,No,0,0,1869,1869,GasA,Ex,Y,SBrkr,1869,0,0,1869,0,0,2,0,2,1,0,6,Typ,1,Gd,Attchd,2007,RFn,2,617,5,TA,Y,210,54,0,0,0,0,Not indicated,0,12,2007,New,Partial,318061,3738,0,0,2.0
352,120,RL,70,5271,Pave,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,1986,1986,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0,3,TA,PConc,2,Gd,1082,0,371,1453,GasA,Gd,Y,SBrkr,1453,0,0,1453,1,0,1,1,2,1,2,6,Typ,1,TA,Attchd,1986,RFn,2,445,5,TA,Y,0,80,0,0,184,0,Not indicated,0,12,2006,WD,Abnorml,190000,2906,20,20,2.5
353,50,RL,60,9084,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,3,TA,CBlock,4,Mn,236,380,0,616,GasA,TA,N,SBrkr,616,495,0,1111,0,1,1,0,3,1,3,5,Typ,0,Gd,Detchd,1941,Unf,1,200,5,Fa,Y,48,0,0,0,0,0,Not indicated,0,3,2008,ConLw,Normal,95000,1727,67,58,1.5
354,30,RM,60,8520,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,1928,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,3,Gd,BrkTil,4,No,0,0,624,624,GasA,Gd,Y,SBrkr,720,0,0,720,0,0,1,0,2,1,3,5,Typ,0,Gd,Detchd,2005,Unf,2,484,5,TA,Y,106,0,0,0,0,0,Not indicated,0,5,2010,WD,Normal,105900,1344,82,7,1.0
355,50,RL,60,8400,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,2000,Gable,CompShg,Wd Sdng,MetalSd,BrkFace,0,3,TA,CBlock,4,No,388,0,552,940,GasA,Ex,Y,SBrkr,1192,403,0,1595,0,0,1,0,2,1,3,6,Typ,2,Gd,Attchd,1940,Unf,1,240,5,TA,Y,0,0,108,0,0,0,Not indicated,0,6,2006,WD,Normal,140000,2535,66,6,1.0
356,20,RL,105,11249,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,2,Gd,PConc,2,No,334,544,322,1200,GasA,Ex,Y,SBrkr,1200,0,0,1200,1,0,2,0,3,1,2,6,Typ,0,Gd,Attchd,1995,RFn,2,521,5,TA,Y,0,26,0,0,0,0,Not indicated,0,8,2007,WD,Normal,177500,2400,12,12,3.0
357,20,RL,70,9248,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,106,3,TA,PConc,2,No,560,0,598,1158,GasA,Gd,Y,SBrkr,1167,0,0,1167,1,0,2,0,3,1,2,6,Typ,0,Gd,Attchd,1992,RFn,2,400,5,TA,Y,120,26,0,0,0,0,Not indicated,0,7,2009,WD,Normal,173000,2325,17,17,3.0
358,120,RM,44,4224,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,BrkFace,0,3,TA,PConc,2,No,874,0,268,1142,GasA,TA,Y,SBrkr,1142,0,0,1142,1,0,1,1,3,1,3,6,Typ,1,Po,Attchd,1976,Fin,2,528,5,TA,Y,536,90,0,0,0,0,MnPrv,0,8,2007,WD,Normal,134000,2284,31,31,2.5
359,80,RL,92,6930,Pave,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,4,1958,1958,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,120,3,TA,CBlock,4,Av,300,294,468,1062,GasA,Ex,Y,FuseF,1352,0,0,1352,0,1,1,0,3,1,2,6,Min2,0,Gd,BuiltIn,1958,Unf,1,288,5,TA,Y,168,0,294,0,0,0,Not indicated,0,7,2006,WD,Abnorml,130000,2414,48,48,1.5
360,60,RL,78,12011,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,530,2,TA,PConc,2,Av,956,0,130,1086,GasA,Ex,Y,SBrkr,1086,838,0,1924,1,0,2,1,3,1,2,7,Typ,1,TA,Attchd,1998,RFn,2,592,5,TA,Y,208,75,0,0,374,0,Not indicated,0,6,2006,WD,Normal,280000,3010,8,8,3.5
361,85,RL,70,7540,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1978,1978,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,3,TA,CBlock,2,Av,773,0,115,888,GasA,Ex,Y,SBrkr,912,0,0,912,1,0,1,0,2,1,3,5,Typ,1,TA,Attchd,1978,RFn,2,470,5,TA,Y,0,0,0,0,192,0,MnPrv,0,6,2007,WD,Normal,156000,1800,29,29,2.0
362,50,RL,70,9144,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1940,1982,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,3,TA,CBlock,4,No,399,0,484,883,GasA,Gd,Y,SBrkr,988,517,0,1505,1,0,1,0,3,1,3,8,Typ,0,Gd,Detchd,1940,Unf,1,240,5,TA,N,0,0,0,0,0,0,Not indicated,0,7,2008,WD,Normal,145000,2388,68,26,2.0
363,85,RL,64,7301,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,7,5,2003,2003,Gable,CompShg,HdBoard,HdBoard,BrkFace,500,2,TA,Slab,3,Not indicated,0,0,0,0,GasA,Ex,Y,SBrkr,495,1427,0,1922,0,0,3,0,4,1,2,7,Typ,1,Ex,BuiltIn,2003,RFn,2,672,5,TA,Y,0,0,177,0,0,0,Not indicated,0,7,2009,ConLD,Normal,198500,1922,6,6,3.0
364,160,RM,21,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,8,1972,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,510,3,TA,CBlock,4,No,162,0,321,483,GasA,Gd,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,2,5,Typ,0,Gd,Detchd,1972,Unf,1,264,5,TA,Y,250,0,0,0,0,0,Not indicated,0,5,2009,WD,Normal,118000,1470,37,2,1.5
365,60,RL,70,18800,Pave,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,120,3,TA,PConc,2,Mn,712,0,84,796,GasA,TA,Y,SBrkr,790,784,0,1574,1,0,2,1,3,1,3,6,Typ,1,TA,Attchd,1976,Fin,2,566,5,TA,Y,306,111,0,0,0,0,Not indicated,0,7,2006,WD,Normal,190000,2370,30,30,3.5
366,70,RM,59,10690,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,7,1920,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,0,3,Gd,CBlock,4,No,456,0,216,672,GasA,Gd,Y,FuseA,672,672,0,1344,0,0,1,0,3,1,3,6,Typ,0,Gd,Detchd,1964,Unf,1,468,5,Fa,Y,0,128,218,0,0,0,Not indicated,0,7,2009,WD,Normal,147000,2016,89,12,1.0
367,20,RL,70,9500,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1963,1963,Gable,CompShg,Plywood,Plywood,BrkFace,247,3,TA,CBlock,2,No,609,0,785,1394,GasA,Gd,Y,SBrkr,1394,0,0,1394,1,0,1,1,3,1,3,6,Typ,2,Gd,Attchd,1963,RFn,2,514,5,TA,Y,0,76,0,0,185,0,Not indicated,0,7,2009,WD,Normal,159000,2788,46,46,2.5
368,80,RL,101,9150,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305,3,TA,CBlock,2,Gd,371,0,728,1099,GasA,Gd,Y,SBrkr,1431,0,0,1431,0,1,1,0,3,1,3,6,Typ,1,Gd,Basment,1962,RFn,1,296,5,TA,Y,64,110,0,0,0,0,Not indicated,0,12,2008,WD,Normal,165000,2530,46,46,1.5
369,20,RL,78,7800,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,HdBoard,HdBoard,BrkFace,200,3,TA,PConc,4,No,540,0,728,1268,GasA,Gd,Y,SBrkr,1268,0,0,1268,0,0,1,0,2,1,3,7,Typ,1,Gd,Attchd,1954,Fin,1,244,5,TA,Y,0,98,0,0,0,0,Not indicated,0,3,2010,WD,Normal,132000,2536,56,56,1.0
370,20,RL,70,9830,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0,3,Gd,CBlock,4,No,72,258,733,1063,GasA,Ex,Y,SBrkr,1287,0,0,1287,1,0,1,0,3,1,2,7,Typ,1,Gd,Detchd,1997,Fin,2,576,5,TA,Y,364,17,0,0,182,0,Not indicated,0,3,2010,WD,Normal,162000,2350,51,4,2.0
371,60,RL,70,8121,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,3,TA,PConc,2,No,0,0,953,953,GasA,Ex,Y,SBrkr,953,711,0,1664,0,0,2,1,3,1,3,7,Typ,1,TA,Attchd,2000,RFn,2,460,5,TA,Y,100,40,0,0,0,0,Not indicated,0,1,2006,WD,Normal,172400,2617,6,6,2.5
372,50,RL,80,17120,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,1959,1959,Gable,CompShg,WdShing,Plywood,BrkFace,0,3,TA,CBlock,3,Not indicated,0,0,0,0,GasA,TA,Y,SBrkr,1120,468,0,1588,0,0,2,0,4,1,3,7,Min2,1,Gd,Detchd,1991,Fin,2,680,5,TA,N,0,59,0,0,0,0,Not indicated,0,7,2008,WD,Normal,134432,1588,49,49,2.0
373,120,RL,50,7175,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,1984,Gable,CompShg,Plywood,Plywood,BrkFace,0,3,TA,CBlock,2,No,623,121,0,744,GasA,TA,Y,SBrkr,752,0,0,752,1,0,1,0,2,1,3,4,Typ,0,Gd,Attchd,1984,Unf,1,264,5,TA,Y,353,0,0,0,90,0,MnPrv,0,2,2010,WD,Normal,125000,1496,26,26,2.0
374,20,RL,79,10634,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,3,TA,PConc,4,No,428,180,0,608,GasA,TA,Y,SBrkr,1319,0,0,1319,1,0,1,0,3,1,3,5,Min2,0,Gd,Attchd,1953,Unf,1,270,5,TA,Y,66,0,0,0,0,0,GdWo,0,11,2009,WD,Normal,123000,1927,56,56,2.0
375,60,RL,65,8200,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,2,TA,PConc,2,No,0,0,847,847,GasA,Ex,Y,SBrkr,847,1081,0,1928,0,0,2,1,4,1,2,8,Typ,1,Gd,BuiltIn,2003,Fin,2,434,5,TA,Y,100,48,0,0,0,0,Not indicated,0,7,2007,WD,Normal,219500,2775,4,3,2.5
